YEAR,ORG_ID,ORG_NAME,PROJECT_NAME,STUDENT/PROJECT URL,MENTOR/ORG_URL
2006,debian,Debian,debian-cd-ng (RE-UPDATED 2006/05/09),Carlos Parra Camargo,Steve McIntyre
2006,debian,Debian,"Improve Britney, the scripts used to update testing",FABIO TRANCHITELLA,Andreas Barth
2006,debian,Debian,Improve the boot system,Carlos Gregorio Villegas Ramos,Petter Reinholdtsen
2006,debian,Debian,BTS GUI front-end,Philipp Kern,Don Armstrong
2006,debian,Debian,Translation Coordination System,Gintautas Miliauskas,Aigars Mahinovs
2006,detached,Detached Solutions,differential equation support for the ti83+ series,Marinus Johannes Warmer,Kirk Meyer
2006,detached,Detached Solutions,MyPocketCal – Scientific Calculator for Pocket PC,Tabish Fayyaz Mufti,Gregory Dietsche
2006,detached,Detached Solutions,"Finish KTIGCC, the TIGCC IDE for KDE",Kevin Kofler,Scott Dial
2006,django,Django,Merquery - Text Indexing & Search Engine Abstraction Layer for Python,Brian Beck,Jacob Kaplan-Moss
2006,django,Django,Schema Evolution,Derek Anderson,Kenneth Gonsalves
2006,django,Django,Per Object Permissions,Christopher A. Long,Ian Holsman
2006,django,Django,Authorization,Joseph Merrell Kocherhans,Eugene Lazutkin
2006,django,Django,'Full history' for Django (updated),Uroš Trebec,Malcolm Tredinnick
2006,dojo,Dojo Foundation,Dojo - OpenRecord plugins (charts),Hiran Shyanaka Ganegedara,Brian Douglas Skinner
2006,dojo,Dojo Foundation,JavaScript linker project,Satishkumar Sekharan,James Burke
2006,dojo,Dojo Foundation,RichEdit/Editor Widget Enhancement,liucougar,Paul Sowden
2006,drupal,Drupal,Views Scheduler Project,A.Shakur Shidane,Earl Miles
2006,drupal,Drupal,Multi-site administration through rich XUL client,Lê Xuân Hùng,Sugree Phatanapherom
2006,drupal,Drupal,Unit test automation,Rok Žlender,Thomas Ilsche
2006,drupal,Drupal,GData module,Sumit Datta,Fabiano Parolin Sant'Ana
2006,drupal,Drupal,CCK-Profile Module,Wolfgang Ziegler,Owen Barton
2006,drupal,Drupal,Import / export API module,Jeremy Epstein,Frederik Jacobus Adriaan Rossouw
2006,drupal,Drupal,The ultimate LaTeX module for Drupal,Daniel Gutekunst,Nicholas James Ivy
2006,drupal,Drupal,Implementation of a Content Recommendation Engine,Scott Reynolds,Theodore Serbinski
2006,drupal,Drupal,Social Networking Analysis (SNA) Tool,Aron Novak,Károly Négyesi
2006,drupal,Drupal,Drupal Gradebook,Robert H Wohleb III,Bill Fitzgerald
2006,drupal,Drupal,Collaborative Editor Implementation for Drupal,Ernest Delgado,Vladimir Zlatanov
2006,drupal,Drupal,AJAX Form Creator,Avi Mehta,Nedjo Rogers
2006,drupal,Drupal,Drupal administration usability improvements,Konstantin Kaefer,Ruben D. Canlas Jr.
2006,eclipse,The Eclipse Foundation,ECF BitTorrent Provider,Remy Chi Jian Suen,Wayne Beaton
2006,eclipse,The Eclipse Foundation,Text Viewer and Editor needs to support word wrap,Ahti Kitsik,Philippe Ombredanne
2006,eclipse,The Eclipse Foundation,Generic form description and a prototypical implementation of a render engine for Eclipse RCP,Steffen Grün,Gunnar Wagenknecht
2006,eclipse,The Eclipse Foundation,Duplicated code detection tool - SDD,iryoung jeong,Pascal Rapicault
2006,eclipse,The Eclipse Foundation,Enhancing Mylar's Bugzilla Integration,Jeff Pound,Mik
2006,eclipse,The Eclipse Foundation,Mylar Trac Connector Plug-in,Steffen Pingel,Mik
2006,eclipse,The Eclipse Foundation,A Distributed Object Application Debugger for the Eclipse Platform,Giuliano Mega,Fabio Kon
2006,eclipse,The Eclipse Foundation,Basic Eclipse Mono Development Environment and Contributions Towards an Eclipse IDE Generator,Rebecca Chernoff,Doug Schaefer
2006,eclipse,The Eclipse Foundation,Eclipse RCP Installer/Packages Generator,Jacobo García,Francois Granade
2006,eclipse,The Eclipse Foundation,SCP - Shared Code Plug-in,Marcelo Mayworm,Scott Lewis
2006,eclipse,The Eclipse Foundation,RCP real-time collaboration based upon ECF and GoogleTalk XMPP-based messaging service,Mustafa K. Isik,Scott Lewis
2006,etherboot,Etherboot Project,UNDI driver for Linux,Alan Shieh,Michael Brown
2006,etherboot,Etherboot Project,Secure gPXE Booting,Derek Pryor,Martin Connor
2006,etherboot,Etherboot Project,Redesign the TCP/IP stack implementation in gPXE to provide support for IPv6,Nikhil Chandru Rao,Michael Brown
2006,etherboot,Etherboot Project,Command Line,Fredrik Hultin,Martin Connor
2006,fedora,The Fedora Project & JBoss.org,Compressed Caching for Linux,Nitin Gupta,Henri Han van Riel
2006,fedora,The Fedora Project & JBoss.org,NetworkManager Dialup Support,Tim Niemueller,Jeremy Katz
2006,fedora,The Fedora Project & JBoss.org,MoinMoin DocBook XML Conversion Tools,Mikko Virkkilä,Karsten Wade
2006,fedora,The Fedora Project & JBoss.org,Motherboard sensors autoconfig,Ivan Barrera,Hans de Goede
2006,fedora,The Fedora Project & JBoss.org,Backup tool (system-config-backup),Arthur Stephen Pemberton,Patrick W. Barnes
2006,fef,The Free Earth Foundation,Integrated Browser,Ashish Datta,Matt Mills
2006,fef,The Free Earth Foundation,Student Teacher interaction system,Tim van den Hamer,Nigel Tzeng
2006,fef,The Free Earth Foundation,Shapefile improvements,Daniel Klöck,Tishampati Dhar
2006,fef,The Free Earth Foundation,Correctly Handling Non-Ortho Images,William Berry,Chad Zimmerman
2006,ffmpeg,FFmpeg,AMR decoder and encoder,Robert Henry Winston Swain,Benjamin Larsson
2006,ffmpeg,FFmpeg,VC-1,Kostyantin Sergiyovich Shishkov,Michael Melanson
2006,ffmpeg,FFmpeg,EAC3 Decoder,Kartikey M BHatt,Benjamin Larsson
2006,freebsd,The FreeBSD Project,IPv6 stack vulnerabilities.,Clement Lecigne,George Neville-Neil
2006,freebsd,The FreeBSD Project,Nss-LDAP importing and nsswitch subsystem improvement,Michael Bushkov,Hajimu UMEMOTO
2006,freebsd,The FreeBSD Project,Integrated SNMP monitoring,Shteryana Sotirova Shopova,Bjoern Alexander Zeeb
2006,freebsd,The FreeBSD Project,Improving FreeBSD Ports Collection,Gábor Kövesdán,Erwin Lansing
2006,freebsd,The FreeBSD Project,Integrate Xen Support to FreeBSD,"Yuan, Jue",Kip Macy
2006,freebsd,The FreeBSD Project,K - The Kernel meta-language,Spencer Whitman,Poul-Henning Kamp
2006,freebsd,The FreeBSD Project,"Study, analyze and improve the interrupt handling infrastructure in FreeBSD",Paolo Pisati,John Baldwin
2006,freebsd,The FreeBSD Project,Syncing with the 4Front Technologies OSS v4 API,Ryan Beasley,Alexander Leidinger
2006,freebsd,The FreeBSD Project,Bundled PXE Installer,Markus Boelter,Paul Saab
2006,freebsd,The FreeBSD Project,FreeBSD GEOM Storage Virtualisation Layer (gvirstor),Ivan Voras,Pawel Jakub Dawidek
2006,freebsd,The FreeBSD Project,Jail Resource Limits etc.,Christopher Jones,Kip Macy
2006,freebsd,The FreeBSD Project,"Provide a set of default sebsd policy for many common network services on Freebsd 6.0 ,develop a policy analyse tool and a policy configure tools for sebsd",Dongmei Liu,Christian S.J. Peron
2006,freebsd,The FreeBSD Project,AutoFS on FreeBSD 6,ADAM David Alan Martin,Benno Rice
2006,freebsd,The FreeBSD Project,Linux emulator,Roman Divacky,Alexander Leidinger
2006,freenet,Freenet Project Inc,Installer and related components,Florent Daigniere,Matthew John Toseland
2006,freenet,Freenet Project Inc,Congestion Control and Load Balancing for Freenet 0.7,Michael Rogers,Matthew John Toseland
2006,freenet,Freenet Project Inc,"Secure, Email-like messaging over Freenet",Dave Baker,Matthew John Toseland
2006,freenet,Freenet Project Inc,A file upload and download utility,Jerome Flesch,Ian John Cecil Clarke
2006,fsij,The Free Software Initiative of Japan,Application for Tool chain to process Japanese WikiPedia text,Toshiyuki Hanaoka,Yusuke TABATA
2006,fsij,The Free Software Initiative of Japan,"Proposal, Project Tomoe",Juernjakob Harder,Takuro Ashie
2006,fsij,The Free Software Initiative of Japan,Tool chain to process Japanese WikiPedia text,Masahiko Higashiyama,Yusuke TABATA
2006,gaim,Pidgin,Curses-based Gaim using libgaim,Sadrul Habib Chowdhury,Evan Schoenberg
2006,gaim,Pidgin,MSN protocol update,Ma Yuan,Sean Egan
2006,gaim,Pidgin,Contact Availability Prediction,Geoffrey Foster,Mark Doliner
2006,gaim,Pidgin,Improving Gaim’s Logging Capabilities,Brian Chu,Richard Laager
2006,gaim,Pidgin,QQ Support for Gaim/Adium,Mark Huetsch,Timothy Thomas Ringenbach
2006,gaim,Pidgin,Performance enhancement,Aaron Sheldon,Ethan Blanton
2006,gallery,Gallery,Convert Gallery2 to use Modified Preorder Tree Traversal,József Rekedt-Nagy,Andy Staudacher
2006,gallery,Gallery,Module for global Notification System,Russell Lee,Alan Harder
2006,gallery,Gallery,AJAX,Jack Bates,Bharat Mediratta
2006,gcc,GCC,Update1: Code Parallelization using Polyhedral Model for GCC,Plesco Alexandru,Daniel Berlin
2006,gcc,GCC,Lock free C++ containers,Phillip Michael Jordan,Benjamin Kosnik
2006,gcc,GCC,Wcoercion option: warn of any implicit conversion that may change a value,Manuel López-Ibáñez,Ian Lance Taylor
2006,gcc,GCC,Implement java.lang.management support within GNU Classpath,Andrew Hughes,Mark J. Wielaard
2006,gcc,GCC,Garbage collection tuning,Laurynas Biveinis,Daniel Berlin
2006,gcc,GCC,Escape Analysis for gcc,Paul Biggar,Daniel Berlin
2006,gentoo,Gentoo,CVS Migration,Alec warner,Lance James Albertson
2006,gentoo,Gentoo,A dynamic method of UID/GID management (GLEP 27),Michael Kelly,Grant Goodyear
2006,gentoo,Gentoo,Porting sandbox to work on BSD systems,Alejandro Martínez Ruíz,Stephen Bennett
2006,gentoo,Gentoo,Gentoo/FreeBSD for amd64,Victor Roman Archidona,Stephen Bennett
2006,gentoo,Gentoo,gentoo-stats server application (v2),Marius Mauch,Grant Goodyear
2006,gentoo,Gentoo,Application for the etc-update rewrite,Simon Stelling,Chris White
2006,gentoo,Gentoo,Web-Based Editor for GuideXML,Anant Narayanan,Stuart Herbert
2006,gentoo,Gentoo,baselayout-editor,Ian Gowen,Roy Salisbury Marples
2006,gentoo,Gentoo,SCIRE Proposal,Matt Disney,Preston Cody
2006,gentoo,Gentoo,X.org Configuration Tool,Joseph Jezak,Chris White
2006,gimp,GIMP - GNU Image Manipulation Program,Ruby-Gimp scripting.,Scott Lembcke,Kevin Cozens
2006,gimp,GIMP - GNU Image Manipulation Program,New/Extended Brush System,Philip Lafleur,Sven Neumann
2006,gimp,GIMP - GNU Image Manipulation Program,Proposal for wavelets-based imaging applications in GIMP,Divyanshu Vats,Simon Budig
2006,gimp,GIMP - GNU Image Manipulation Program,Proposal for implementing vector layers in the GIMP,Hendrik Boom,Simon Budig
2006,gimp,GIMP - GNU Image Manipulation Program,Vanishing point cloning,Pedro Alonso,Manish Singh
2006,gimp,GIMP - GNU Image Manipulation Program,Healing Brush,Kevin Sookocheff,Manish Singh
2006,glass,Project Looking Glass,"Project 101, Physics Engine for LG3D",Tobias Evert,Rupert Key
2006,glass,Project Looking Glass,Integration of freedesktop.org standards for Menu&Desktop icons into LG3D,Juan González Aguilera,Amir Bukhari
2006,glass,Project Looking Glass,Presentation tool,Pierre Ducroquet,Hideya Kawahara
2006,gnome,GNOME,Long Running Task Manager & Nautilus/Epiphany Download Integration,Steve Frécinaux,Raphael Slinckx
2006,gnome,GNOME,library.gnome.org (updated),Goran Rakic,Shaun McCance
2006,gnome,GNOME,"Ekiga, IAX2",Stephen Cook,Damien Sandras
2006,gnome,GNOME,Audio/Video Conferencing using OSCAR for Telepathy -- Updated 11/05,Antoine Perdaens,Robert James Taylor
2006,gnome,GNOME,Improving nautilus login performance & ease of profiling,Phillip Ezolt,Chris Ball
2006,gnome,GNOME,Work on gtksourceview library,Yevgen Muntyan,Paolo Maggi
2006,gnome,GNOME,Vertical writing support for Pango,Maciej Paweł Katafiasz,Behdad Esfahbod
2006,gnome,GNOME,Annotations and bookmarks support on evince,Paulo Henrique Silva de Santana,Bryan W Clark
2006,gnome,GNOME,Gstreamer Graphical Pipeline Editor,Brendan Howell,Edward Hervey
2006,gnome,GNOME,"Evolution Automation, Evince Automation, LDTP Regression Suite, Customisation of LDTP Editor, LDTP Framework Additions",Prashanth Mohan,Veerapuram Varadhan
2006,gnome,GNOME,Gnome Scan UI,Étienne Bersac,Vincent Untz
2006,gnome,GNOME,"GSmartMix, a smart audio mixer for gnome",Marc-André Lureau,Stefan Kost
2006,gnome,GNOME,Bluetooth Manager,Matthew Garrett,Bastien Nocera
2006,gnome,GNOME,Interactive forms support for Evince,Julien Rebetez,Jonathan Blandford
2006,gnome,GNOME,Networked Tomboy,Sebastian Rittau,Balabhadra Graveley
2006,gnome,GNOME,libgnome-applet,Ryan Lortie,Vincent Untz
2006,gnome,GNOME,Generic user-to-user connection interface for collaborative applications using telepathy,Mads Chr. Olesen,Robert McQueen
2006,gnome,GNOME,Making a library for single-instance apps,Vytautas Liuolia,Elijah Newren
2006,gnu,GNU Project,SQLite Data Frames for R,Miguel Angel R. Manese,Douglas M. Bates
2006,gnu,GNU Project,"Feature enhancements to GNU Freetalk, including voice chat using Google's libjingle",Vikas Gorur Prasad,Anand. V. Avati
2006,gnu,GNU Project,Freeway 0.7.x,Matthew Donoughe,Christian Grothoff
2006,gnu,GNU Project,SSL over NIO in GNU Classpath,Casey Marshall,Thomas Joseph Tromey
2006,gnu,GNU Project,Port libjit to alpha,Thomas Cort,Kirill Kononenko
2006,gnu,GNU Project,cfdisk-style interface to libparted,Milko Krachounov,Leslie P. Polzer
2006,gnu,GNU Project,GnuTLS Bindings for Guile,Aaron Pace VanDevender,Marius Vollmer
2006,gnu,GNU Project,LVM and RAID support for GRUB,Jeroen Dekkers,Yoshinori Okuji
2006,google,Google,GridSweeper: Batch Runs of Computer Models on Grids,Ed Baskerville,Rick Riolo
2006,google,Google,Automated Lexical Disambiguation in Machine Translation with Latent Semantic Analysis,Matthew Reilley,Simon D. Levy
2006,google,Google,Using static analysis to find vulnerabilities,Eric Bouwers,Martin Bravenboer
2006,handhelds,Handhelds.org,[OE] Putting staging under packagemanagement,Koen Kooi,Holger Freyther
2006,handhelds,Handhelds.org,GPE Network configuration app,Milan Plžík,Florian Boor
2006,handhelds,Handhelds.org,Audio Player for GPE,Alberto García Hierro,Michael Lauer
2006,handhelds,Handhelds.org,Linux 2.6 port for Palm Tungsten E,Andrzej Zaborowski,Romain Goyet
2006,haskell,haskell.org,GHCi based debugger for Haskell,José Iborra López,David Himmelstrup
2006,haskell,haskell.org,haskellnet,Jun Mukai,Shae Matijs Erisson
2006,haskell,haskell.org,"Unicode ByteString, Data.Rope, Parsec for generic strings",Spencer Janssen,Don Stewart
2006,haskell,haskell.org,Fast Mutable Collection Types for Haskell,Caio Marcelo de Oliveira Filho,Audrey Tang
2006,haskell,haskell.org,A model for client-side scripts with HSP,Joel Björnson,Niklas Broberg
2006,haskell,haskell.org,Thin out cabal-get and integrate in GHC,Paolo Martini,Michael Isaac Jones
2006,haskell,haskell.org,Port Haddock to use GHC,David Waern,Simon Marlow
2006,horde,Horde,Wandering Books: Managing distributed community libraries,Luciano Ramalho,Charles J Hagenbuch
2006,icu,International Components for Unicode,Port calendars from ICU4J to ICU4C/ Create demo's,Dieter Van der Stock,Steven Robert Loomis
2006,icu,International Components for Unicode,"Installable packages,Hindu Calendar, Character Encoding Detection, Transliterator and JServlet Demos.",Ritesh Kumar Sinha,Raghuram Viswanadha
2006,inkscape,Inkscape,Inkboard Protocol Spec / Lib Conversion,"Dale Harvey, mentored by David W. Yip","David W. Yip, Jr."
2006,inkscape,Inkscape,Support for SVG Filters,Hugo Rodrigues,bulia byak
2006,inkscape,Inkscape,PDF export capability for Inkscape,Miklós Erdélyi,Theodore J. Gould
2006,inkscape,Inkscape,Filter Effects,Niko Kiirala,bulia byak
2006,intarch,Internet Archive,Crawl-by-example,Michael Bendersky,Gordon Mohr
2006,intarch,Internet Archive,Chaff Control and Mirror Detection,Sidharth Shah,Michael Stack
2006,intarch,Internet Archive,Leverage browsers for link-extraction,Eugene Vahlis,Bradley S Tofel
2006,internet2,Internet2,IETF event notification service,Jeremy Grosser,Henrik Levkowetz
2006,internet2,Internet2,Middlebox detector based on NDT,Jakub Sławiński,Richard Carlson
2006,internet2,Internet2,VFER Path MTU Discovery,Andrew Lake,Stanislav Shalunov
2006,internet2,Internet2,Public Key authentication and encryption for VFER,Nikolaus Rath,Ivan Beschastnikh
2006,internet2,Internet2,Thrulay enhancements,Federico Montesino Pouzols,Jeff W Boote
2006,irssi,Irssi,Console-GUI extensions,Alexandre Buisse,Christel Dahlskjaer
2006,irssi,Irssi,Irssi website redesign,Prabhath Sirisena,Christel Dahlskjaer
2006,irssi,Irssi,Irssi Python Bindings,Christopher Davis,Christel Dahlskjaer
2006,jabber,Jabber Software Foundation,Plugin and scripting support for rapid protocol prototyping in Psi,Kevin Smith,J. Peter Saint-Andre
2006,jabber,Jabber Software Foundation,Jabber HTTP-Auth Suite (Client/Server JEP-70 implementation),Maciej Niedzielski,Jacek Konieczny
2006,jabber,Jabber Software Foundation,Ad-Hoc commands and PubSub implementation for Gajim,Tomasz Melcer,Leboulanger Yann
2006,jabber,Jabber Software Foundation,Designing Whiteboard Support for Jabber and Implementing It for Psi,Joonas Govenius,Remko Tronçon
2006,jabber,Jabber Software Foundation,Real-time Wiki,Grzegorz Grasza,Mickaël Rémond
2006,joomla,Joomla,Java XML-RPC application: J!Explorer,Laurens Vandeput,Gerben Dierick
2006,joomla,Joomla,Joomla! Cross Database Support and Node Based Schema,Aaron Stone,Louis Benton Landry
2006,joomla,Joomla,Package Management System for Joomla,Joshua Thompson,Wilco Jansen
2006,joomla,Joomla,Joomla/AJAX Integration,Blagovest Dachev,Rastin Mehr
2006,joomla,Joomla,Joomla Accessibility: Updating for WCAG 2.0 Guidelines,Peter Thiessen,Andrew Miller
2006,joomla,Joomla,User & Access Management,Hannes Papenberg,Alex Kempkens
2006,jxta,JXTA,Student Application for participating in the project :JXTA JSE,Raveendra Babu Darsi,Mohamed Abdelaziz
2006,jxta,JXTA,Extending Reliable Multicast Pipes (rmp.jxta.org project),Dimosthenis Pediaditakis,Henry Jen
2006,kde,KDE,"Writing a widget (View/Delegate) for KOffice 2.0, for displaying layers, pages, and slides, based on Qt4's Model/View architecture, to be used throughout KOffice",Gábor Lehel,Cyrille Berger
2006,kde,KDE,avKode - A Phonon Backend using FFMPEG,Allan Sandfeld Jensen,Matthias Kretz
2006,kde,KDE,KPhysics,Harish Kukreja,Zack Rusin
2006,kde,KDE,Commenting tools for KPDF,Chu Xiaodong,Albert Astals Cid
2006,kde,KDE,QQ - A new protocol for Kopete,Hui Jin,William Stephenson
2006,kde,KDE,Koffice: Heading recognition in KWord and basic version control,Fredrik Edemar,Boudewijn Rempt
2006,kde,KDE,Bezier and Scissors Tools for Krita,Emanuele Tamponi,Bart Coppens
2006,kde,KDE,Teamwork-Mode for KDevelop,David Nolden,Matt Rogers
2006,kde,KDE,Advanced Session Management,Will Entriken,Lubos Lunak
